resume_index,job_role,resume_skills,required_skills,matched_skills,missing_skills,required_skill_count,matched_skill_count,skill_alignment_percentage
8993,Full Stack Developer,"css, database, git, html, javascript, jenkins, mobile security, mobile ui, node.js, react, ux, web accessibility","css, database, decision making, encryption, git, html, javascript, mentoring, mobile security, node.js, react","css, database, git, html, javascript, mobile security, node.js, react","decision making, encryption, mentoring",11,8,72.73
8994,Environmental Scientist,"analysis, budget management, cd, ci, environmental science, firewalls, perl, problem solving, research, sustainability, technical knowledge","analysis, app testing, environmental science, java, problem solving, research, sustainability, technical knowledge","analysis, environmental science, problem solving, research, sustainability, technical knowledge","app testing, java",8,6,75.0
8995,Social Media Content Creator,"analytics, aws, business acumen, communication, content creation, creativity, photography, react, seo, social media, videography","analytics, communication, content creation, creativity, nosql, photography, pl management, power bi, rest api, social media, videography","analytics, communication, content creation, creativity, photography, social media, videography","nosql, pl management, power bi, rest api",11,7,63.64
8996,Research Scientist,"data analysis, django, experimentation, jenkins, perl, power bi, problem solving, research, risk assessment, scientific knowledge, writing","data analysis, experimentation, microservices, power bi, problem solving, research, scientific knowledge, writing","data analysis, experimentation, power bi, problem solving, research, scientific knowledge, writing",microservices,8,7,87.5
8997,Business Consultant,"business analysis, communication, data analysis, jira, mobile security, problem solving, process improvement, project management","business analysis, communication, data analysis, jira, php, problem solving, process improvement, project management","business analysis, communication, data analysis, jira, problem solving, process improvement, project management",php,8,7,87.5
8998,Counselor,"active listening, adaptability, cloudformation, communication, counseling, empathy, firewalls, machine learning, problem solving, rest api, treatment planning","active listening, azure, business acumen, communication, counseling, empathy, postgresql, problem solving, rest api, treatment planning","active listening, communication, counseling, empathy, problem solving, rest api, treatment planning","azure, business acumen, postgresql",10,7,70.0
8999,Farm Manager,"ansible, business acumen, crop knowledge, equipment, farm management, leadership, network security, problem solving, sustainability","business acumen, creativity, crop knowledge, equipment, farm management, leadership, market research, project management, scala, shell scripting, sustainability, tensorflow, vue.js","business acumen, crop knowledge, equipment, farm management, leadership, sustainability","creativity, market research, project management, scala, shell scripting, tensorflow, vue.js",13,6,46.15
9000,Teacher,"c#, classroom management, communication, curriculum development, instruction, patience, power bi, student assessment, typescript, web accessibility","classroom management, communication, curriculum development, instruction, patience, student assessment","classroom management, communication, curriculum development, instruction, patience, student assessment",,6,6,100.0
9001,Customer Service Representative,"ansible, attention to detail, communication, customer service, javascript, patience, problem solving, product knowledge, teamwork","attention to detail, communication, customer service, flutter, graphic design, mobile ui, patience, problem solving, product knowledge, ux","attention to detail, communication, customer service, patience, problem solving, product knowledge","flutter, graphic design, mobile ui, ux",10,6,60.0
9002,Accountant,"accounting principles, excel, financial analysis, gaap, graphql, quickbooks, scikit-learn, tax knowledge","accounting principles, excel, financial analysis, gaap, quickbooks, tax knowledge, typescript, user experience","accounting principles, excel, financial analysis, gaap, quickbooks, tax knowledge","typescript, user experience",8,6,75.0
9003,College Professor,"cassandra, communication, encryption, mentoring, publication, react native, research, subject matter expertise, teaching, time management","communication, financial analysis, mentoring, power bi, publication, pytorch, react, research, subject matter expertise, teaching","communication, mentoring, publication, research, subject matter expertise, teaching","financial analysis, power bi, pytorch, react",10,6,60.0
9004,Controller,"accounting, business development, cassandra, financial reporting, fpa, leadership, risk management, seo, strategy, wireframing","accounting, adaptability, agile, business development, communication, creativity, deep learning, figma, financial reporting, fpa, graphic design, html, leadership, mentoring, numpy, pl management, problem solving, risk management, security architecture, sql, strategy, tensorflow, wireframing","accounting, business development, financial reporting, fpa, leadership, risk management, strategy, wireframing","adaptability, agile, communication, creativity, deep learning, figma, graphic design, html, mentoring, numpy, pl management, problem solving, security architecture, sql, tensorflow",23,8,34.78
9005,Receptionist,"adobe creative suite, communication, computer skills, customer service, encryption, figma, flask, friendliness, market research, organization, phone skills","communication, computer skills, customer service, friendliness, organization, phone skills","communication, computer skills, customer service, friendliness, organization, phone skills",,6,6,100.0
9006,Librarian,"communication, customer service, graphql, information management, node.js, organization, research, technology","communication, customer service, information management, mobile ui, organization, research, scrum, security architecture, technology, ux","communication, customer service, information management, organization, research, technology","mobile ui, scrum, security architecture, ux",10,6,60.0
9007,Farm Manager,"business acumen, crop knowledge, equipment, farm management, gcp, java, leadership, php, risk assessment, sustainability","business acumen, creativity, crop knowledge, equipment, farm management, leadership, market research, project management, scala, shell scripting, sustainability, tensorflow, vue.js","business acumen, crop knowledge, equipment, farm management, leadership, sustainability","creativity, market research, project management, scala, shell scripting, tensorflow, vue.js",13,6,46.15
9008,Informatica Developer,"adobe creative suite, data integration, data quality, etl, informatica, performance tuning, power bi, project management, sql, typescript, vue.js","adobe creative suite, creativity, data integration, data quality, etl, informatica, market research, mentoring, nosql, performance tuning, responsive design, seo, sql","adobe creative suite, data integration, data quality, etl, informatica, performance tuning, sql","creativity, market research, mentoring, nosql, responsive design, seo",13,7,53.85
9009,Clinical Data Manager,"attention to detail, cd, ci, clinical data, database management, ios, marketing, problem solving, regulatory compliance, statistical analysis, strategic planning","attention to detail, clinical data, css, database management, jenkins, problem solving, regulatory compliance, statistical analysis","attention to detail, clinical data, database management, problem solving, regulatory compliance, statistical analysis","css, jenkins",8,6,75.0
9010,Patent Attorney,"business development, cd, ci, communication, flask, flutter, legal expertise, patent law, research, technical knowledge, terraform, writing","communication, legal expertise, patent law, research, technical knowledge, terraform, writing","communication, legal expertise, patent law, research, technical knowledge, terraform, writing",,7,7,100.0
9011,Server,"communication, customer service, kotlin, leadership, memory, nosql, organization, problem solving, teamwork","communication, customer service, memory, organization, problem solving, query optimization, scikit-learn, teamwork","communication, customer service, memory, organization, problem solving, teamwork","query optimization, scikit-learn",8,6,75.0
9012,Hotel Manager,"adaptability, budget control, communication, customer service, database design, hotel management, kubernetes, leadership, security protocols, staff management","budget control, communication, customer service, hotel management, leadership, project management, staff management","budget control, communication, customer service, hotel management, leadership, staff management",project management,7,6,85.71
9013,Agricultural Engineer,"agile, agricultural systems, analysis, cloudformation, equipment design, market research, problem solving, ruby, rust, sustainability, technical knowledge","agricultural systems, analysis, equipment design, gcp, presentation skills, problem solving, sustainability, technical knowledge","agricultural systems, analysis, equipment design, problem solving, sustainability, technical knowledge","gcp, presentation skills",8,6,75.0
9014,Budget Analyst,"attention to detail, budget planning, communication, excel, financial analysis, forecasting, project management, pytorch, time management","adobe creative suite, attention to detail, budget planning, communication, excel, figma, financial analysis, forecasting, marketing, react native, risk assessment, scala, scikit-learn, time management","attention to detail, budget planning, communication, excel, financial analysis, forecasting, time management","adobe creative suite, figma, marketing, react native, risk assessment, scala, scikit-learn",14,7,50.0
9015,Writer,"attention to detail, communication, creativity, negotiation, react native, research, storytelling, writing","attention to detail, communication, creativity, jenkins, react native, research, storytelling, writing","attention to detail, communication, creativity, react native, research, storytelling, writing",jenkins,8,7,87.5
9016,Technical Lead,"app testing, architecture, code review, communication, leadership, mentoring, mobile security, numpy, postgresql, problem solving, scrum","architecture, code review, communication, leadership, mentoring, postgresql, problem solving, project management","architecture, code review, communication, leadership, mentoring, postgresql, problem solving",project management,8,7,87.5
9017,Military Officer,"c#, communication, compliance, discipline, leadership, marketing, presentation skills, problem solving, safety, serverless, strategic planning","business acumen, communication, discipline, java, leadership, mentoring, mysql, power bi, problem solving, safety, security protocols, sql, strategic planning, vue.js","communication, discipline, leadership, problem solving, safety, strategic planning","business acumen, java, mentoring, mysql, power bi, security protocols, sql, vue.js",14,6,42.86
9018,Tour Guide,"communication, cultural sensitivity, customer service, enthusiasm, market research, mobile ui, problem solving, regional knowledge, ux","communication, cultural sensitivity, customer service, enthusiasm, kanban, marketing, problem solving, regional knowledge, statistics","communication, cultural sensitivity, customer service, enthusiasm, problem solving, regional knowledge","kanban, marketing, statistics",9,6,66.67
9019,Technical Support Specialist,"communication, customer service, jupyter, patience, problem solving, react, rest api, scikit-learn, security protocols, technical knowledge, troubleshooting","communication, customer service, flask, jupyter, oracle, patience, problem solving, pytorch, technical knowledge, troubleshooting, vue.js","communication, customer service, jupyter, patience, problem solving, technical knowledge, troubleshooting","flask, oracle, pytorch, vue.js",11,7,63.64
9020,Legal Secretary,"administrative skills, attention to detail, business development, communication, css, legal knowledge, organization, prototyping, terraform, typing","administrative skills, attention to detail, communication, css, data analysis, firewalls, kubernetes, legal knowledge, organization, typing","administrative skills, attention to detail, communication, css, legal knowledge, organization, typing","data analysis, firewalls, kubernetes",10,7,70.0
9021,Athlete,"athletic ability, fitness, mental toughness, numpy, performance, security protocols, teamwork, training discipline","adobe creative suite, athletic ability, fitness, html, java, mental toughness, node.js, performance, teamwork, training discipline","athletic ability, fitness, mental toughness, performance, teamwork, training discipline","adobe creative suite, html, java, node.js",10,6,60.0
9022,Hadoop Developer,"big data, distributed computing, hadoop, hdfs, java, mapreduce, marketing, mentoring","big data, distributed computing, hadoop, hdfs, java, mapreduce, negotiation, pytorch","big data, distributed computing, hadoop, hdfs, java, mapreduce","negotiation, pytorch",8,6,75.0
9023,Counselor,"active listening, angular, communication, counseling, empathy, marketing, problem solving, treatment planning","active listening, azure, business acumen, communication, counseling, empathy, postgresql, problem solving, rest api, treatment planning","active listening, communication, counseling, empathy, problem solving, treatment planning","azure, business acumen, postgresql, rest api",10,6,60.0
9024,Administrative Assistant,"administrative skills, communication, java, kotlin, negotiation, nosql, organization, software skills, time management, typing","administrative skills, communication, database design, deep learning, nosql, organization, risk assessment, software skills, time management, typescript, typing, user interface","administrative skills, communication, nosql, organization, software skills, time management, typing","database design, deep learning, risk assessment, typescript, user interface",12,7,58.33
9025,Cassandra Developer,"business development, cassandra, cql, distributed systems, nosql, performance, presentation skills, react, react native, scalability, strategic planning","cassandra, cql, data analysis, distributed systems, kanban, nosql, numpy, performance, scalability, seo, strategic planning","cassandra, cql, distributed systems, nosql, performance, scalability, strategic planning","data analysis, kanban, numpy, seo",11,7,63.64
9026,IT Consultant,"budget management, communication, flask, it knowledge, problem solving, project management, redis, shell scripting, system design, technical expertise, typescript","communication, it knowledge, problem solving, project management, system design, technical expertise, time management","communication, it knowledge, problem solving, project management, system design, technical expertise",time management,7,6,85.71
9027,BI Developer,"data visualization, database design, etl, firewalls, microservices, nosql, perl, power bi, sql, tableau","agile, business acumen, business development, critical thinking, data visualization, database design, etl, mobile ui, node.js, perl, power bi, pytorch, sql, statistics, tableau, teamwork, ux","data visualization, database design, etl, perl, power bi, sql, tableau","agile, business acumen, business development, critical thinking, mobile ui, node.js, pytorch, statistics, teamwork, ux",17,7,41.18
9028,IT Help Desk Technician,"communication, customer service, hardware, jenkins, pytorch, software, technical support, tensorflow, troubleshooting","azure, cloudformation, communication, customer service, hardware, javascript, rest api, software, technical support, troubleshooting","communication, customer service, hardware, software, technical support, troubleshooting","azure, cloudformation, javascript, rest api",10,6,60.0
9029,Museum Curator,"art knowledge, communication, curation, graphic design, management, problem solving, redis, research","art knowledge, communication, curation, figma, management, problem solving, react, research, user experience","art knowledge, communication, curation, management, problem solving, research","figma, react, user experience",9,6,66.67
9030,Project Engineer,"adaptability, communication, coordination, documentation, kanban, mobile ui, problem solving, project management, redis, technical knowledge, ux","app testing, communication, coordination, documentation, jenkins, nosql, presentation skills, problem solving, project management, technical knowledge","communication, coordination, documentation, problem solving, project management, technical knowledge","app testing, jenkins, nosql, presentation skills",10,6,60.0
9031,Jupyter Developer,"collaboration, data analysis, documentation, gcp, jupyter notebooks, python, user interface, visualization","collaboration, creativity, data analysis, documentation, gcp, jupyter notebooks, power bi, python, visualization","collaboration, data analysis, documentation, gcp, jupyter notebooks, python, visualization","creativity, power bi",9,7,77.78
9032,College Professor,"communication, financial analysis, mentoring, nosql, publication, react native, research, subject matter expertise, teaching, web design","communication, financial analysis, mentoring, power bi, publication, pytorch, react, research, subject matter expertise, teaching","communication, financial analysis, mentoring, publication, research, subject matter expertise, teaching","power bi, pytorch, react",10,7,70.0
9033,Executive Assistant,"business acumen, communication, discretion, executive support, gcp, leadership support, marketing, microservices, organization, problem solving, terraform","adobe creative suite, communication, discretion, executive support, leadership support, organization, problem solving","communication, discretion, executive support, leadership support, organization, problem solving",adobe creative suite,7,6,85.71
9034,Welder,"cassandra, communication, jupyter, physical stamina, precision, problem solving, safety, serverless, sql, technical knowledge, welding","physical stamina, precision, problem solving, safety, strategic planning, technical knowledge, user interface, welding","physical stamina, precision, problem solving, safety, technical knowledge, welding","strategic planning, user interface",8,6,75.0
9035,Product Manager,"agile, business acumen, communication, data analysis, deep learning, leadership, market analysis, product strategy, statistics, strategic planning, user research","communication, data analysis, decision making, leadership, market analysis, node.js, product strategy, user research","communication, data analysis, leadership, market analysis, product strategy, user research","decision making, node.js",8,6,75.0
9036,Radio Host,"communication, firewalls, improvisation, interviewing, numpy, personality, problem solving, public speaking","c#, communication, decision making, improvisation, interviewing, negotiation, personality, problem solving, public speaking, vue.js","communication, improvisation, interviewing, personality, problem solving, public speaking","c#, decision making, negotiation, vue.js",10,6,60.0
9037,Coach,"athletic knowledge, cassandra, coaching, communication, kotlin, leadership, motivation, pytorch, security architecture, training program design","athletic knowledge, coaching, communication, leadership, motivation, prototyping, training program design","athletic knowledge, coaching, communication, leadership, motivation, training program design",prototyping,7,6,85.71
9038,Fleet Manager,"budget management, cost management, figma, fleet management, leadership, maintenance, numpy, problem solving, safety, web accessibility","cassandra, cost management, fleet management, leadership, maintenance, problem solving, safety","cost management, fleet management, leadership, maintenance, problem solving, safety",cassandra,7,6,85.71
9039,Privacy Officer,"business development, communication, compliance, data analysis, gdpr, ios, oracle, privacy law, risk management, strategic planning","communication, compliance, gdpr, node.js, privacy law, risk management, strategic planning","communication, compliance, gdpr, privacy law, risk management, strategic planning",node.js,7,6,85.71
9040,Nursing Manager,"budget management, clinical knowledge, communication, nursing leadership, patient safety, pytorch, staff management","budget management, c#, clinical knowledge, communication, go, graphql, machine learning, negotiation, nursing leadership, patient safety, prototyping, pytorch, risk assessment, staff management, vue.js","budget management, clinical knowledge, communication, nursing leadership, patient safety, pytorch, staff management","c#, go, graphql, machine learning, negotiation, prototyping, risk assessment, vue.js",15,7,46.67
9041,Automotive Engineer,"cad, django, leadership, materials, negotiation, problem solving, testing, thermal systems, vehicle systems, vue.js","cad, materials, microservices, problem solving, tensorflow, testing, thermal systems, vehicle systems","cad, materials, problem solving, testing, thermal systems, vehicle systems","microservices, tensorflow",8,6,75.0
9042,Non-profit Director,"azure, budget management, communication, firewalls, fundraising, javascript, mobile ui, negotiation, non-profit leadership, strategic planning, ux, vision","budget management, communication, flask, fundraising, go, machine learning, non-profit leadership, rust, strategic planning, vision","budget management, communication, fundraising, non-profit leadership, strategic planning, vision","flask, go, machine learning, rust",10,6,60.0
9043,Automotive Engineer,"android, cad, materials, power bi, problem solving, security protocols, serverless, testing, thermal systems, vehicle systems","cad, materials, microservices, problem solving, tensorflow, testing, thermal systems, vehicle systems","cad, materials, problem solving, testing, thermal systems, vehicle systems","microservices, tensorflow",8,6,75.0
9044,Electrical Utilities Manager,"electrical systems, leadership, management, mysql, pl management, power bi, problem solving, prototyping, regulatory knowledge, safety, statistics","css, electrical systems, leadership, management, problem solving, pytorch, regulatory knowledge, safety, sql","electrical systems, leadership, management, problem solving, regulatory knowledge, safety","css, pytorch, sql",9,6,66.67
9045,Sports Commentator,"android, communication, database design, enthusiasm, public speaking, quick thinking, sports knowledge, user interface, web accessibility, writing","cassandra, communication, enthusiasm, public speaking, quick thinking, risk assessment, sports knowledge, sql, swift, writing","communication, enthusiasm, public speaking, quick thinking, sports knowledge, writing","cassandra, risk assessment, sql, swift",10,6,60.0
9046,Manufacturing Engineer,"business acumen, business development, cad, critical thinking, equipment knowledge, kanban, problem solving, process design, production planning, quality control","cad, decision making, equipment knowledge, market research, mobile security, problem solving, process design, production planning, prototyping, quality control","cad, equipment knowledge, problem solving, process design, production planning, quality control","decision making, market research, mobile security, prototyping",10,6,60.0
9047,Warehouse Manager,"business acumen, inventory control, kubernetes, mongodb, organization, problem solving, safety, scikit-learn, staff management, tableau, warehouse management","c++, inventory control, kanban, organization, problem solving, safety, staff management, warehouse management","inventory control, organization, problem solving, safety, staff management, warehouse management","c++, kanban",8,6,75.0
9048,Quality Assurance Manager,"compliance, leadership, postgresql, problem solving, process improvement, project management, quality management, rest api, statistical analysis, tableau","agile, ansible, budget management, compliance, confluence, docker, flutter, gcp, go, leadership, mysql, oracle, problem solving, process improvement, project management, quality management, query optimization, scala, scrum, security architecture, sql, statistical analysis, tableau, web accessibility","compliance, leadership, problem solving, process improvement, project management, quality management, statistical analysis, tableau","agile, ansible, budget management, confluence, docker, flutter, gcp, go, mysql, oracle, query optimization, scala, scrum, security architecture, sql, web accessibility",24,8,33.33
9049,Talent Acquisition Specialist,"ats systems, communication, critical thinking, interviewing, job posting, networking, penetration testing, recruitment, seo, sql","ats systems, communication, interviewing, job posting, networking, problem solving, recruitment, teamwork","ats systems, communication, interviewing, job posting, networking, recruitment","problem solving, teamwork",8,6,75.0
9050,Aerospace Engineer,"aerodynamics, app testing, cad, design, matlab, penetration testing, physics, pl management, structural analysis","aerodynamics, cad, design, matlab, physics, structural analysis","aerodynamics, cad, design, matlab, physics, structural analysis",,6,6,100.0
9051,Esthetician,"c++, communication, customer service, facial treatment, jupyter, product knowledge, skincare, strategic planning, swift, technical skills, time management","communication, customer service, deep learning, facial treatment, product knowledge, sales, skincare, technical skills","communication, customer service, facial treatment, product knowledge, skincare, technical skills","deep learning, sales",8,6,75.0
9052,Talent Acquisition Specialist,"ats systems, communication, encryption, figma, interviewing, job posting, networking, recruitment","ats systems, communication, interviewing, job posting, networking, problem solving, recruitment, teamwork","ats systems, communication, interviewing, job posting, networking, recruitment","problem solving, teamwork",8,6,75.0
9053,Deck Officer,"ios, leadership, maritime knowledge, mobile security, navigation, problem solving, safety, technical skills","business development, flask, jupyter, leadership, maritime knowledge, navigation, problem solving, safety, technical skills","leadership, maritime knowledge, navigation, problem solving, safety, technical skills","business development, flask, jupyter",9,6,66.67
9054,TypeScript Developer,"budget management, javascript, kotlin, node.js, object-oriented design, problem solving, type safety, typescript","decision making, graphic design, ios, javascript, kanban, microservices, node.js, object-oriented design, postgresql, problem solving, type safety, typescript","javascript, node.js, object-oriented design, problem solving, type safety, typescript","decision making, graphic design, ios, kanban, microservices, postgresql",12,6,50.0
9055,Bus Driver,"business acumen, customer service, driving, mobile ui, negotiation, power bi, problem solving, responsibility, route knowledge, safety, ux, vue.js","customer service, driving, machine learning, mongodb, problem solving, project management, responsibility, route knowledge, safety, sales","customer service, driving, problem solving, responsibility, route knowledge, safety","machine learning, mongodb, project management, sales",10,6,60.0
9056,Electronics Engineer,"c#, cad, circuit design, django, embedded systems, hardware design, microcontrollers, pandas, pcb design, project management","cad, circuit design, embedded systems, hardware design, microcontrollers, pcb design","cad, circuit design, embedded systems, hardware design, microcontrollers, pcb design",,6,6,100.0
9057,Website Administrator,"cms, css, database management, html, oracle, server administration, troubleshooting, vue.js, website management","adobe creative suite, cms, css, database management, html, prototyping, server administration, statistics, troubleshooting, website management","cms, css, database management, html, server administration, troubleshooting, website management","adobe creative suite, prototyping, statistics",10,7,70.0
9058,Learning & Development Manager,"coaching, curriculum development, e-learning, leadership, penetration testing, project management, react, training design","coaching, curriculum development, e-learning, leadership, machine learning, project management, training design","coaching, curriculum development, e-learning, leadership, project management, training design",machine learning,7,6,85.71
9059,Customer Success Manager,"account management, analytics, cloudformation, communication, customer relations, problem solving, product knowledge, user interface","account management, analytics, azure, business development, communication, customer relations, jupyter, mobile ui, problem solving, product knowledge, risk assessment, user interface, ux","account management, analytics, communication, customer relations, problem solving, product knowledge, user interface","azure, business development, jupyter, mobile ui, risk assessment, ux",13,7,53.85
9060,Botanist,"c#, communication, data analysis, field work, java, pl management, plant science, postgresql, problem solving, research","communication, data analysis, field work, plant science, problem solving, research, user experience","communication, data analysis, field work, plant science, problem solving, research",user experience,7,6,85.71
9061,Exhibition Designer,"communication, creativity, exhibition design, gcp, kotlin, problem solving, project management, redis, technical skills","communication, confluence, creativity, exhibition design, kotlin, postgresql, problem solving, project management, teamwork, technical skills","communication, creativity, exhibition design, kotlin, problem solving, project management, technical skills","confluence, postgresql, teamwork",10,7,70.0
9062,Electronics Engineer,"c#, cad, circuit design, embedded systems, financial analysis, hardware design, microcontrollers, pcb design, technical writing","cad, circuit design, embedded systems, hardware design, microcontrollers, pcb design","cad, circuit design, embedded systems, hardware design, microcontrollers, pcb design",,6,6,100.0
9063,Electrical Engineer,"cad, circuit design, deep learning, electrical systems, mobile ui, power systems, responsive design, sales, technical knowledge, troubleshooting, ux","cad, circuit design, css, electrical systems, mobile security, power systems, shell scripting, technical knowledge, troubleshooting, user experience","cad, circuit design, electrical systems, power systems, technical knowledge, troubleshooting","css, mobile security, shell scripting, user experience",10,6,60.0
9064,Technical Account Manager,"account management, client relations, communication, decision making, market research, problem solving, product knowledge, query optimization, technical knowledge","account management, client relations, communication, presentation skills, problem solving, product knowledge, technical knowledge","account management, client relations, communication, problem solving, product knowledge, technical knowledge",presentation skills,7,6,85.71
9065,Clinical Data Manager,"attention to detail, clinical data, database management, docker, html, problem solving, regulatory compliance, statistical analysis","attention to detail, clinical data, css, database management, jenkins, problem solving, regulatory compliance, statistical analysis","attention to detail, clinical data, database management, problem solving, regulatory compliance, statistical analysis","css, jenkins",8,6,75.0
9066,Manufacturing Engineer,"cad, equipment knowledge, problem solving, process design, production planning, quality control, query optimization, terraform","cad, decision making, equipment knowledge, market research, mobile security, problem solving, process design, production planning, prototyping, quality control","cad, equipment knowledge, problem solving, process design, production planning, quality control","decision making, market research, mobile security, prototyping",10,6,60.0
9067,Drupal Developer,"drupal, go, javascript, module development, mysql, php, theme development, typescript","agile, cd, ci, drupal, encryption, javascript, module development, mysql, php, scrum, theme development","drupal, javascript, module development, mysql, php, theme development","agile, cd, ci, encryption, scrum",11,6,54.55
9068,Management Consultant,"business analysis, communication, pandas, problem solving, project management, research, scala, strategic thinking","ansible, business analysis, cd, ci, communication, docker, mongodb, oracle, problem solving, project management, research, strategic thinking","business analysis, communication, problem solving, project management, research, strategic thinking","ansible, cd, ci, docker, mongodb, oracle",12,6,50.0
9069,Cybersecurity Specialist,"c++, cloudformation, encryption, firewalls, networking, penetration testing, query optimization, risk analysis, security protocols","cd, ci, encryption, firewalls, networking, penetration testing, python, risk analysis, sales, security protocols","encryption, firewalls, networking, penetration testing, risk analysis, security protocols","cd, ci, python, sales",10,6,60.0
9070,Community Outreach Coordinator,"budget management, communication, community engagement, cultural sensitivity, organization, problem solving, program management, project management, ruby, security protocols, web accessibility","budget management, communication, community engagement, cultural sensitivity, kubernetes, mongodb, organization, problem solving, program management, project management, ruby, security protocols","budget management, communication, community engagement, cultural sensitivity, organization, problem solving, program management, project management, ruby, security protocols","kubernetes, mongodb",12,10,83.33
9071,Salesforce Developer,"adaptability, apex, crm, database design, flutter, lightning, mongodb, problem solving, salesforce, visualforce","adobe creative suite, apex, crm, lightning, problem solving, salesforce, visualforce","apex, crm, lightning, problem solving, salesforce, visualforce",adobe creative suite,7,6,85.71
9072,Bartender,"azure, bartending, communication, customer service, ios, memory, problem solving, scrum, team work","bartending, communication, customer service, memory, negotiation, pl management, postgresql, problem solving, project management, team work","bartending, communication, customer service, memory, problem solving, team work","negotiation, pl management, postgresql, project management",10,6,60.0
9073,Haskell Developer,"agile, concurrency, critical thinking, functional programming, haskell, lambda calculus, mobile ui, problem solving, sales, type system, ux","concurrency, functional programming, haskell, lambda calculus, problem solving, tensorflow, type system","concurrency, functional programming, haskell, lambda calculus, problem solving, type system",tensorflow,7,6,85.71
9074,Privacy Officer,"communication, compliance, django, gdpr, privacy law, risk management, strategic planning, wireframing","communication, compliance, gdpr, node.js, privacy law, risk management, strategic planning","communication, compliance, gdpr, privacy law, risk management, strategic planning",node.js,7,6,85.71
9075,IoT Engineer,"c++, embedded systems, iot technology, market research, networking, security architecture, sensors, statistics, system design, vue.js, wireframing","c++, confluence, embedded systems, iot technology, networking, sensors, system design","c++, embedded systems, iot technology, networking, sensors, system design",confluence,7,6,85.71
9076,Content Marketing Manager,"analytics, content strategy, critical thinking, project management, react, research, seo, writing","analytics, confluence, content strategy, flutter, project management, research, seo, shell scripting, writing","analytics, content strategy, project management, research, seo, writing","confluence, flutter, shell scripting",9,6,66.67
9077,Tableau Specialist,"analytics, c++, communication, dashboard design, data visualization, jupyter, mobile security, postgresql, sql, tableau, web design","analytics, communication, css, dashboard design, data visualization, django, kotlin, sql, tableau","analytics, communication, dashboard design, data visualization, sql, tableau","css, django, kotlin",9,6,66.67
9078,Government Analyst,"adobe creative suite, communication, data analysis, firewalls, government knowledge, microservices, policy analysis, research, statistics, writing","communication, data analysis, flask, government knowledge, graphic design, machine learning, nosql, policy analysis, python, research, sales, shell scripting, writing","communication, data analysis, government knowledge, policy analysis, research, writing","flask, graphic design, machine learning, nosql, python, sales, shell scripting",13,6,46.15
9079,Announcer,"adobe creative suite, communication, firewalls, jenkins, power bi, professionalism, pronunciation, public speaking, query optimization, quick thinking, voice skills","adobe creative suite, communication, professionalism, pronunciation, public speaking, quick thinking, voice skills","adobe creative suite, communication, professionalism, pronunciation, public speaking, quick thinking, voice skills",,7,7,100.0
9080,Compliance Officer,"auditing, communication, compliance, documentation, gcp, regulations, risk management, strategic planning","auditing, business development, c++, cd, ci, communication, compliance, documentation, firewalls, regulations, risk management, security architecture","auditing, communication, compliance, documentation, regulations, risk management","business development, c++, cd, ci, firewalls, security architecture",12,6,50.0
9081,Hairstylist,"adobe creative suite, business development, communication, creativity, customer service, hair styling, precision, technical skills","communication, creativity, customer service, hair styling, jenkins, precision, prototyping, technical skills","communication, creativity, customer service, hair styling, precision, technical skills","jenkins, prototyping",8,6,75.0
9082,Director,"budget control, cd, ci, communication, decision making, department management, firewalls, leadership, pl management, sales, seo, strategic planning","budget control, communication, compliance, decision making, department management, kotlin, leadership, responsive design, strategic planning, time management","budget control, communication, decision making, department management, leadership, strategic planning","compliance, kotlin, responsive design, time management",10,6,60.0
9083,Chemical Engineer,"angular, budget management, chemical processes, data analysis, laboratory skills, process design, safety, thermochemistry","chemical processes, data analysis, laboratory skills, process design, safety, scikit-learn, thermochemistry","chemical processes, data analysis, laboratory skills, process design, safety, thermochemistry",scikit-learn,7,6,85.71
9084,Sports Agent,"business acumen, communication, jira, microservices, mobile security, negotiation, networking, sales, sports knowledge","adaptability, business acumen, communication, docker, microservices, negotiation, networking, sales, scikit-learn, sports knowledge","business acumen, communication, microservices, negotiation, networking, sales, sports knowledge","adaptability, docker, scikit-learn",10,7,70.0
9085,Joomla Developer,"c++, cms, critical thinking, gcp, javascript, joomla, market research, mysql, php, prototyping, theme development","c++, cms, critical thinking, financial analysis, gcp, go, javascript, jenkins, joomla, mobile security, mysql, php, sql, theme development, web accessibility","c++, cms, critical thinking, gcp, javascript, joomla, mysql, php, theme development","financial analysis, go, jenkins, mobile security, sql, web accessibility",15,9,60.0
9086,Talend Developer,"data integration, data quality, etl, java, jenkins, query optimization, scrum, sql, talend","data integration, data quality, etl, java, power bi, sql, talend","data integration, data quality, etl, java, sql, talend",power bi,7,6,85.71
9087,Game Developer,"c#, c++, critical thinking, database design, game physics, graphics programming, javascript, unity, unreal engine","c#, c++, documentation, game physics, go, graphics programming, pl management, presentation skills, pytorch, statistics, unity, unreal engine","c#, c++, game physics, graphics programming, unity, unreal engine","documentation, go, pl management, presentation skills, pytorch, statistics",12,6,50.0
