resume_index,actual_job_role,rank,recommended_job_role,semantic_similarity
8691,BI Analyst,2,Tableau Specialist,48.04
8691,BI Analyst,3,Data Analyst,46.07
8691,BI Analyst,4,BI Developer,45.35
8691,BI Analyst,5,Academic Data Analyst,45.06
8692,UI Designer,1,Instructional Designer,52.27
8692,UI Designer,2,UI Designer,48.95
8692,UI Designer,3,Graphic Designer,41.2
8692,UI Designer,4,DevSecOps Engineer,40.54
8692,UI Designer,5,DevOps Engineer,39.56
8693,Producer,1,Learning & Development Manager,52.69
8693,Producer,2,Production Manager,50.44
8693,Producer,3,Solutions Engineer,49.47
8693,Producer,4,Management Consultant,46.89
8693,Producer,5,QA Engineer,46.28
8694,Java Backend Developer,1,Data Engineer,41.95
8694,Java Backend Developer,2,Oracle Applications Developer,41.61
8694,Java Backend Developer,3,Agricultural Engineer,41.54
8694,Java Backend Developer,4,Software Engineer,40.84
8694,Java Backend Developer,5,QA Engineer,39.73
8695,Audit Manager,1,Compliance Officer,54.78
8695,Audit Manager,2,Quality Assurance Manager,46.58
8695,Audit Manager,3,Administrative Assistant,43.8
8695,Audit Manager,4,Executive Assistant,41.94
8695,Audit Manager,5,Policy Advisor,41.14
8696,Salesforce Developer,1,Solution Architect,48.64
8696,Salesforce Developer,2,Learning & Development Manager,48.5
8696,Salesforce Developer,3,Security Engineer,48.01
8696,Salesforce Developer,4,Software Architect,46.81
8696,Salesforce Developer,5,Solutions Engineer,46.71
8697,HR Operations Manager,1,HR Operations Manager,49.83
8697,HR Operations Manager,2,Compliance Officer,49.01
8697,HR Operations Manager,3,Data Engineer,48.25
8697,HR Operations Manager,4,Software Engineer,46.05
8697,HR Operations Manager,5,Solutions Engineer,45.47
8698,Production Manager,1,Safety Engineer,57.69
8698,Production Manager,2,Solutions Engineer,51.71
8698,Production Manager,3,Learning & Development Manager,51.51
8698,Production Manager,4,Project Engineer,49.82
8698,Production Manager,5,Security Engineer,48.28
8699,Network Engineer,1,Network Engineer,49.41
8699,Network Engineer,2,Security Engineer,45.19
8699,Network Engineer,3,IT Field Technician,38.73
8699,Network Engineer,4,Electronics Engineer,38.71
8699,Network Engineer,5,Software Test Engineer,38.1
8700,Java Backend Developer,1,React Developer,43.56
8700,Java Backend Developer,2,Java Backend Developer,42.39
8700,Java Backend Developer,3,DevOps Engineer,42.09
8700,Java Backend Developer,4,Embedded Systems Engineer,41.75
8700,Java Backend Developer,5,Software Engineer,40.1
8701,Nutritionist,1,Nutritionist,49.32
8701,Nutritionist,2,Scrum Master,43.53
8701,Nutritionist,3,Strategy Consultant,37.54
8701,Nutritionist,4,Management Consultant,37.5
8701,Nutritionist,5,Community Outreach Coordinator,36.4
8702,Fleet Manager,1,Management Consultant,55.73
8702,Fleet Manager,2,Learning & Development Manager,54.17
8702,Fleet Manager,3,Operations Manager,53.52
8702,Fleet Manager,4,Logistics Manager,51.21
8702,Fleet Manager,5,HR Operations Manager,50.38
8703,Account Executive,1,Business Development Manager,53.91
8703,Account Executive,2,Management Consultant,50.49
8703,Account Executive,3,Business Consultant,49.61
8703,Account Executive,4,Product Marketing Manager,48.33
8703,Account Executive,5,Learning & Development Manager,46.6
8704,Talent Acquisition Specialist,1,Data Engineer,43.5
8704,Talent Acquisition Specialist,2,IT Field Technician,43.21
8704,Talent Acquisition Specialist,3,DevOps Engineer,41.54
8704,Talent Acquisition Specialist,4,Software Engineer,40.63
8704,Talent Acquisition Specialist,5,Solutions Engineer,39.68
8705,Detective,1,Strategy Consultant,43.28
8705,Detective,2,Security Engineer,41.47
8705,Detective,3,Solutions Engineer,41.01
8705,Detective,4,Data Engineer,38.69
8705,Detective,5,Analytics Engineer,37.38
8706,Museum Curator,1,Security Engineer,45.04
8706,Museum Curator,2,Software Architect,45.01
8706,Museum Curator,3,Solution Architect,44.58
8706,Museum Curator,4,Architect,42.32
8706,Museum Curator,5,Enterprise Architect,41.93
8707,Process Improvement Manager,1,Business Development Manager,43.84
8707,Process Improvement Manager,2,Management Consultant,41.62
8707,Process Improvement Manager,3,Strategy Consultant,40.65
8707,Process Improvement Manager,4,Enterprise Architect,39.39
8707,Process Improvement Manager,5,Analytics Engineer,39.31
8708,Operations Manager,1,Business Development Manager,49.59
8708,Operations Manager,2,SEO Specialist,49.42
8708,Operations Manager,3,Learning & Development Manager,48.09
8708,Operations Manager,4,Management Consultant,47.55
8708,Operations Manager,5,HR Operations Manager,47.3
8709,Pastry Chef,1,Pastry Chef,41.34
8709,Pastry Chef,2,Chef,40.74
8709,Pastry Chef,3,Food Scientist,40.03
8709,Pastry Chef,4,Instructional Designer,39.37
8709,Pastry Chef,5,Head Chef,36.69
8710,Meteorologist,1,Meteorologist,55.27
8710,Meteorologist,2,Data Scientist,42.29
8710,Meteorologist,3,Academic Data Analyst,41.8
8710,Meteorologist,4,Data Engineer,40.37
8710,Meteorologist,5,Software Engineer,38.8
8711,Operations Manager,1,Business Development Manager,49.48
8711,Operations Manager,2,Management Consultant,48.7
8711,Operations Manager,3,Security Engineer,48.23
8711,Operations Manager,4,Cybersecurity Analyst,46.31
8711,Operations Manager,5,Strategy Consultant,46.02
8712,Tax Specialist,1,Compliance Officer,45.04
8712,Tax Specialist,2,Accountant,43.81
8712,Tax Specialist,3,Software Engineer,42.24
8712,Tax Specialist,4,Business Development Manager,41.82
8712,Tax Specialist,5,Software Test Engineer,40.12
8713,Nail Technician,1,Nail Technician,54.53
8713,Nail Technician,2,Occupational Therapist,38.42
8713,Nail Technician,3,Massage Therapist,38.39
8713,Nail Technician,4,Community Outreach Coordinator,38.38
8713,Nail Technician,5,Compliance Officer,34.56
8714,Pharmacist,1,Pharmacist,48.18
8714,Pharmacist,2,Strategy Consultant,36.59
8714,Pharmacist,3,Business Consultant,35.1
8714,Pharmacist,4,Management Consultant,32.86
8714,Pharmacist,5,Instructional Designer,31.89
8715,Producer,1,Software Engineer,50.66
8715,Producer,2,Solutions Engineer,49.9
8715,Producer,3,QA Engineer,48.05
8715,Producer,4,Business Development Manager,48.04
8715,Producer,5,Learning & Development Manager,47.92
8716,Veterinarian,1,Veterinarian,50.77
8716,Veterinarian,2,Veterinary Technician,50.11
8716,Veterinarian,3,Physician,44.0
8716,Veterinarian,4,Medical Technologist,42.24
8716,Veterinarian,5,Livestock Manager,40.02
8717,Psychologist,1,Psychologist,49.89
8717,Psychologist,2,Counselor,43.96
8717,Psychologist,3,Management Consultant,39.22
8717,Psychologist,4,Academic Advisor,37.91
8717,Psychologist,5,Learning & Development Manager,37.9
8718,Journalist,1,Python Developer,40.3
8718,Journalist,2,Journalist,37.95
8718,Journalist,3,Counselor,33.33
8718,Journalist,4,Jupyter Developer,32.92
8718,Journalist,5,Compliance Officer,32.38
8719,Cybersecurity Specialist,1,Cybersecurity Analyst,60.05
8719,Cybersecurity Specialist,2,Security Engineer,57.81
8719,Cybersecurity Specialist,3,Cybersecurity Specialist,55.93
8719,Cybersecurity Specialist,4,Security Tester,54.25
8719,Cybersecurity Specialist,5,Software Test Engineer,43.5
8720,Corporate Lawyer,1,Software Engineer,46.05
8720,Corporate Lawyer,2,Security Engineer,45.41
8720,Corporate Lawyer,3,Software Test Engineer,45.39
8720,Corporate Lawyer,4,Corporate Lawyer,44.82
8720,Corporate Lawyer,5,BI Developer,42.31
8721,Clinical Data Manager,1,Clinical Data Manager,50.27
8721,Clinical Data Manager,2,Academic Data Analyst,46.18
8721,Clinical Data Manager,3,Data Engineer,46.15
8721,Clinical Data Manager,4,Data Scientist,45.04
8721,Clinical Data Manager,5,Data Analyst,42.39
8722,HVAC Technician,1,HVAC Technician,50.87
8722,HVAC Technician,2,MongoDB Developer,47.81
8722,HVAC Technician,3,IT Field Technician,45.45
8722,HVAC Technician,4,Solutions Engineer,45.42
8722,HVAC Technician,5,Analytics Engineer,44.38
8723,Privacy Officer,1,Compliance Officer,47.74
8723,Privacy Officer,2,Law Clerk,42.84
8723,Privacy Officer,3,Privacy Officer,42.42
8723,Privacy Officer,4,Scrum Master,41.99
8723,Privacy Officer,5,Data Engineer,40.95
8724,Truck Driver,1,Safety Engineer,41.98
8724,Truck Driver,2,Automotive Engineer,40.6
8724,Truck Driver,3,Learning & Development Manager,40.02
8724,Truck Driver,4,Compliance Officer,37.11
8724,Truck Driver,5,Truck Driver,35.28
8725,SOC Analyst,1,Cybersecurity Analyst,66.23
8725,SOC Analyst,2,Cybersecurity Specialist,62.6
8725,SOC Analyst,3,Security Engineer,61.83
8725,SOC Analyst,4,Security Guard,49.19
8725,SOC Analyst,5,Security Tester,47.82
8726,Training Manager,1,Learning & Development Manager,35.56
8726,Training Manager,2,Community Outreach Coordinator,35.08
8726,Training Manager,3,Environmental Engineer,35.06
8726,Training Manager,4,Cloud Architect,33.96
8726,Training Manager,5,Agricultural Engineer,33.74
8727,Heavy Equipment Operator,1,Cassandra Developer,53.74
8727,Heavy Equipment Operator,2,IT Field Technician,48.57
8727,Heavy Equipment Operator,3,Ruby Developer,45.63
8727,Heavy Equipment Operator,4,Safety Engineer,44.86
8727,Heavy Equipment Operator,5,Security Engineer,44.15
8728,Paralegal,1,Law Clerk,53.05
8728,Paralegal,2,Scrum Master,48.4
8728,Paralegal,3,Legal Secretary,47.61
8728,Paralegal,4,Corporate Lawyer,47.33
8728,Paralegal,5,Lawyer,45.21
8729,Data Warehouse Architect,1,Data Warehouse Architect,54.04
8729,Data Warehouse Architect,2,Cassandra Developer,49.55
8729,Data Warehouse Architect,3,Data Engineer,45.94
8729,Data Warehouse Architect,4,Analytics Engineer,45.66
8729,Data Warehouse Architect,5,Software Architect,44.88
8730,Nursing Manager,1,Nursing Manager,59.21
8730,Nursing Manager,2,Management Consultant,43.37
8730,Nursing Manager,3,Learning & Development Manager,42.59
8730,Nursing Manager,4,Training Manager,42.26
8730,Nursing Manager,5,Nurse,41.59
8731,Copywriter,1,SEO Specialist,48.19
8731,Copywriter,2,Marketing Director,45.25
8731,Copywriter,3,Marketing Manager,45.0
8731,Copywriter,4,Product Marketing Manager,42.85
8731,Copywriter,5,Product Researcher,42.78
8732,Accountant,1,Accountant,55.41
8732,Accountant,2,Quality Assurance Manager,42.94
8732,Accountant,3,Oracle DBA,40.36
8732,Accountant,4,Business Development Manager,40.24
8732,Accountant,5,Financial Analyst,38.39
8733,TypeScript Developer,1,Cassandra Developer,51.91
8733,TypeScript Developer,2,Software Engineer,50.12
8733,TypeScript Developer,3,Software Architect,47.79
8733,TypeScript Developer,4,Data Engineer,46.62
8733,TypeScript Developer,5,Software Test Engineer,45.12
8734,Blockchain Developer,1,Blockchain Developer,49.81
8734,Blockchain Developer,2,Data Engineer,47.76
8734,Blockchain Developer,3,Data Scientist,46.66
8734,Blockchain Developer,4,Software Engineer,45.42
8734,Blockchain Developer,5,Software Test Engineer,42.16
8735,Tax Specialist,1,Accountant,45.88
8735,Tax Specialist,2,Tax Specialist,41.97
8735,Tax Specialist,3,Compliance Officer,39.86
8735,Tax Specialist,4,SAP Developer,39.76
8735,Tax Specialist,5,Oracle Applications Developer,38.7
8736,Tax Specialist,1,Accountant,49.38
8736,Tax Specialist,2,Compliance Officer,45.27
8736,Tax Specialist,3,Law Clerk,43.89
8736,Tax Specialist,4,Tax Specialist,41.44
8736,Tax Specialist,5,Tax Attorney,39.95
8737,School Principal,1,Management Consultant,53.03
8737,School Principal,2,Learning & Development Manager,49.34
8737,School Principal,3,Marketing Manager,48.73
8737,School Principal,4,Business Development Manager,46.56
8737,School Principal,5,Chief Marketing Officer,46.36
8738,UX Designer,1,Swift Developer,44.68
8738,UX Designer,2,Mobile Developer iOS,44.47
8738,UX Designer,3,Security Engineer,42.22
8738,UX Designer,4,Instructional Designer,42.04
8738,UX Designer,5,UX Designer,41.37
8739,Database Administrator,1,MongoDB Developer,48.7
8739,Database Administrator,2,Data Engineer,47.6
8739,Database Administrator,3,Analytics Engineer,44.37
8739,Database Administrator,4,Security Engineer,43.58
8739,Database Administrator,5,Software Engineer,42.55
8740,Editor,1,Content Marketing Manager,41.58
8740,Editor,2,Journalist,41.49
8740,Editor,3,Kotlin Developer,38.76
8740,Editor,4,Cloud Architect,38.06
8740,Editor,5,Social Media Manager,37.82
8741,Environmental Engineer,1,Environmental Engineer,60.61
8741,Environmental Engineer,2,Sustainability Consultant,47.19
8741,Environmental Engineer,3,Project Engineer,45.48
8741,Environmental Engineer,4,Environmental Scientist,44.32
8741,Environmental Engineer,5,Solutions Engineer,44.22
8742,COO,1,Business Development Manager,51.49
8742,COO,2,Learning & Development Manager,45.79
8742,COO,3,Strategy Consultant,45.57
8742,COO,4,Management Consultant,43.55
8742,COO,5,Business Analyst,41.57
8743,Security Engineer,1,Security Engineer,54.79
8743,Security Engineer,2,Security Tester,47.61
8743,Security Engineer,3,Security Guard,43.84
8743,Security Engineer,4,Compliance Officer,42.23
8743,Security Engineer,5,Cybersecurity Specialist,41.91
8744,Academic Data Analyst,1,Academic Data Analyst,55.24
8744,Academic Data Analyst,2,R Programmer,55.22
8744,Academic Data Analyst,3,Data Scientist,48.07
8744,Academic Data Analyst,4,Data Analyst,45.62
8744,Academic Data Analyst,5,Oracle Applications Developer,44.42
8745,Bartender,1,Security Engineer,43.63
8745,Bartender,2,Solutions Engineer,42.46
8745,Bartender,3,Blockchain Developer,40.68
8745,Bartender,4,QA Engineer,40.58
8745,Bartender,5,Network Engineer,40.54
8746,Sound Engineer,1,Sound Engineer,46.89
8746,Sound Engineer,2,Machine Learning Engineer,41.08
8746,Sound Engineer,3,Data Engineer,40.6
8746,Sound Engineer,4,Solutions Engineer,39.66
8746,Sound Engineer,5,QA Engineer,39.15
8747,UI Designer,1,Instructional Designer,61.17
8747,UI Designer,2,UI Designer,56.63
8747,UI Designer,3,UX Designer,46.64
8747,UI Designer,4,Graphic Designer,46.27
8747,UI Designer,5,Web Designer,45.39
8748,General Manager,1,Business Development Manager,59.48
8748,General Manager,2,Management Consultant,51.04
8748,General Manager,3,Scrum Master,49.79
8748,General Manager,4,Strategy Consultant,47.61
8748,General Manager,5,Business Analyst,47.4
8749,Content Marketing Manager,1,Software Engineer,48.81
8749,Content Marketing Manager,2,Data Engineer,47.11
8749,Content Marketing Manager,3,Learning & Development Manager,46.31
8749,Content Marketing Manager,4,MongoDB Developer,46.21
8749,Content Marketing Manager,5,Management Consultant,45.27
8750,Talend Developer,1,Data Engineer,56.93
8750,Talend Developer,2,Data Scientist,49.37
8750,Talend Developer,3,Security Engineer,45.31
8750,Talend Developer,4,IT Field Technician,45.29
8750,Talend Developer,5,Software Engineer,42.44
8751,Public Administrator,1,Strategy Consultant,46.9
8751,Public Administrator,2,Management Consultant,46.39
8751,Public Administrator,3,Policy Advisor,44.41
8751,Public Administrator,4,Chief Marketing Officer,41.98
8751,Public Administrator,5,Academic Advisor,41.36
8752,Psychiatrist,1,Psychologist,48.44
8752,Psychiatrist,2,Psychiatrist,46.84
8752,Psychiatrist,3,Counselor,35.74
8752,Psychiatrist,4,Occupational Therapist,34.82
8752,Psychiatrist,5,Social Worker,33.83
8753,Warehouse Manager,1,Logistics Manager,59.04
8753,Warehouse Manager,2,Warehouse Manager,53.37
8753,Warehouse Manager,3,HR Operations Manager,49.47
8753,Warehouse Manager,4,Business Development Manager,48.28
8753,Warehouse Manager,5,Scrum Master,47.48
8754,Legal Secretary,1,Administrative Assistant,47.17
8754,Legal Secretary,2,Oracle Applications Developer,43.04
8754,Legal Secretary,3,Executive Assistant,42.56
8754,Legal Secretary,4,Oracle DBA,40.76
8754,Legal Secretary,5,Law Clerk,39.15
8755,Nutritionist,1,Nutritionist,46.16
8755,Nutritionist,2,Management Consultant,35.19
8755,Nutritionist,3,Fitness Manager,34.33
8755,Nutritionist,4,Community Outreach Coordinator,33.86
8755,Nutritionist,5,Content Marketing Manager,33.82
8756,Talent Acquisition Specialist,1,Data Engineer,42.44
8756,Talent Acquisition Specialist,2,Solutions Engineer,41.9
8756,Talent Acquisition Specialist,3,QA Engineer,40.66
8756,Talent Acquisition Specialist,4,Network Engineer,39.5
8756,Talent Acquisition Specialist,5,Software Engineer,39.26
8757,Operations Manager,1,Operations Manager,52.22
8757,Operations Manager,2,HR Operations Manager,51.76
8757,Operations Manager,3,Management Consultant,50.94
8757,Operations Manager,4,Logistics Manager,49.09
8757,Operations Manager,5,Business Development Manager,47.6
8758,Broadcast Technician,1,Broadcast Technician,59.9
8758,Broadcast Technician,2,IT Field Technician,51.3
8758,Broadcast Technician,3,Network Engineer,51.22
8758,Broadcast Technician,4,Security Engineer,50.88
8758,Broadcast Technician,5,Electronics Engineer,49.67
8759,Makeup Artist,1,Instructional Designer,41.24
8759,Makeup Artist,2,Solutions Engineer,37.7
8759,Makeup Artist,3,Esthetician,35.56
8759,Makeup Artist,4,Product Researcher,35.52
8759,Makeup Artist,5,UX Designer,35.23
8760,Truck Driver,1,MongoDB Developer,47.08
8760,Truck Driver,2,Analytics Engineer,36.93
8760,Truck Driver,3,Fleet Manager,35.09
8760,Truck Driver,4,Data Warehouse Architect,34.84
8760,Truck Driver,5,Automotive Engineer,34.49
8761,Full Stack Developer,1,Vue Developer,56.59
8761,Full Stack Developer,2,React Developer,51.35
8761,Full Stack Developer,3,Web Designer,45.84
8761,Full Stack Developer,4,Salesforce Developer,40.21
8761,Full Stack Developer,5,Backend Developer,40.18
8762,Investment Banking Analyst,1,Financial Analyst,54.78
8762,Investment Banking Analyst,2,Budget Analyst,47.08
8762,Investment Banking Analyst,3,Investment Banking Analyst,46.5
8762,Investment Banking Analyst,4,Business Analyst,45.22
8762,Investment Banking Analyst,5,Swift Developer,42.9
8763,Account Executive,1,Pre-Sales Engineer,50.87
8763,Account Executive,2,Business Development Manager,49.97
8763,Account Executive,3,Management Consultant,48.41
8763,Account Executive,4,Sales Manager,48.08
8763,Account Executive,5,Business Consultant,47.49
8764,Business Analyst,1,Data Engineer,49.98
8764,Business Analyst,2,Oracle Applications Developer,46.59
8764,Business Analyst,3,QA Engineer,45.48
8764,Business Analyst,4,SAP Developer,45.42
8764,Business Analyst,5,Academic Data Analyst,45.15
8765,Cybersecurity Specialist,1,Cybersecurity Analyst,62.76
8765,Cybersecurity Specialist,2,Cybersecurity Specialist,57.55
8765,Cybersecurity Specialist,3,Security Engineer,56.98
8765,Cybersecurity Specialist,4,Security Tester,49.46
8765,Cybersecurity Specialist,5,Data Engineer,44.02
8766,Content Marketing Manager,1,Strategy Consultant,49.0
8766,Content Marketing Manager,2,Learning & Development Manager,48.55
8766,Content Marketing Manager,3,SEO Specialist,48.19
8766,Content Marketing Manager,4,Content Marketing Manager,47.58
8766,Content Marketing Manager,5,Business Development Manager,45.5
8767,Chief Executive Officer,1,Business Development Manager,52.2
8767,Chief Executive Officer,2,Compliance Officer,49.39
8767,Chief Executive Officer,3,Chief Marketing Officer,48.01
8767,Chief Executive Officer,4,Learning & Development Manager,46.4
8767,Chief Executive Officer,5,Management Consultant,45.51
8768,Scala Developer,1,Data Engineer,57.83
8768,Scala Developer,2,Spark Developer,57.15
8768,Scala Developer,3,Data Scientist,54.15
8768,Scala Developer,4,Scala Developer,51.25
8768,Scala Developer,5,Hadoop Developer,47.21
8769,HVAC Technician,1,HVAC Technician,60.99
8769,HVAC Technician,2,IT Field Technician,44.86
8769,HVAC Technician,3,Safety Engineer,44.1
8769,HVAC Technician,4,Security Engineer,41.99
8769,HVAC Technician,5,Technical Support Specialist,40.16
8770,Business Development Manager,1,Business Development Manager,46.92
8770,Business Development Manager,2,Software Engineer,46.66
8770,Business Development Manager,3,Pre-Sales Engineer,46.51
8770,Business Development Manager,4,Strategy Consultant,45.67
8770,Business Development Manager,5,Business Consultant,44.11
8771,Healthcare Administrator,1,Clinical Data Manager,53.03
8771,Healthcare Administrator,2,Healthcare Administrator,52.29
8771,Healthcare Administrator,3,Management Consultant,48.43
8771,Healthcare Administrator,4,Compliance Officer,47.6
8771,Healthcare Administrator,5,Nursing Manager,45.59
8772,Product Researcher,1,Security Engineer,45.59
8772,Product Researcher,2,Scrum Master,41.44
8772,Product Researcher,3,Cybersecurity Analyst,40.32
8772,Product Researcher,4,Learning & Development Manager,40.18
8772,Product Researcher,5,Software Engineer,39.9
8773,Executive Assistant,1,Scrum Master,49.85
8773,Executive Assistant,2,Administrative Assistant,44.19
8773,Executive Assistant,3,Management Consultant,43.95
8773,Executive Assistant,4,Learning & Development Manager,43.03
8773,Executive Assistant,5,Compliance Officer,42.61
8774,Java Backend Developer,1,DevOps Engineer,47.1
8774,Java Backend Developer,2,Solutions Engineer,40.89
8774,Java Backend Developer,3,Security Engineer,40.06
8774,Java Backend Developer,4,Data Engineer,39.93
8774,Java Backend Developer,5,Java Backend Developer,39.57
8775,Fleet Manager,1,Fleet Manager,47.27
8775,Fleet Manager,2,Strategy Consultant,46.28
8775,Fleet Manager,3,Logistics Manager,44.55
8775,Fleet Manager,4,HR Operations Manager,44.41
8775,Fleet Manager,5,Operations Manager,44.09
8776,Tax Attorney,1,Law Clerk,47.93
8776,Tax Attorney,2,Tax Attorney,42.93
8776,Tax Attorney,3,Compliance Officer,40.33
8776,Tax Attorney,4,Tax Specialist,40.22
8776,Tax Attorney,5,Legal Secretary,39.8
8777,Delivery Driver,1,Management Consultant,43.48
8777,Delivery Driver,2,Safety Engineer,42.73
8777,Delivery Driver,3,Automotive Engineer,41.9
8777,Delivery Driver,4,Learning & Development Manager,40.73
8777,Delivery Driver,5,Compliance Officer,40.58
8778,Clojure Developer,1,Clojure Developer,59.42
8778,Clojure Developer,2,Software Engineer,49.1
8778,Clojure Developer,3,Security Engineer,48.81
8778,Clojure Developer,4,Data Engineer,46.4
8778,Clojure Developer,5,Software Test Engineer,45.54
8779,Game Developer,1,Game Developer,52.13
8779,Game Developer,2,Security Engineer,47.83
8779,Game Developer,3,Software Engineer,47.52
8779,Game Developer,4,Data Engineer,46.13
8779,Game Developer,5,Software Test Engineer,43.84
8780,Data Scientist,1,Data Scientist,51.67
8780,Data Scientist,2,Machine Learning Engineer,50.61
8780,Data Scientist,3,Cybersecurity Analyst,50.25
8780,Data Scientist,4,Data Engineer,50.07
8780,Data Scientist,5,Data Analyst,47.67
8781,Automotive Engineer,1,Automotive Engineer,52.9
8781,Automotive Engineer,2,Software Test Engineer,45.95
8781,Automotive Engineer,3,Solutions Engineer,44.01
8781,Automotive Engineer,4,QA Engineer,41.6
8781,Automotive Engineer,5,Software Engineer,40.99
8782,Electronics Engineer,1,Electronics Engineer,54.82
8782,Electronics Engineer,2,Embedded Systems Engineer,49.0
8782,Electronics Engineer,3,Data Engineer,48.11
8782,Electronics Engineer,4,Software Engineer,47.07
8782,Electronics Engineer,5,Security Engineer,45.31
8783,PHP Developer,1,Web Designer,52.9
8783,PHP Developer,2,Joomla Developer,45.24
8783,PHP Developer,3,PHP Developer,44.6
8783,PHP Developer,4,Magento Developer,43.96
8783,PHP Developer,5,Cassandra Developer,43.03
8784,Announcer,1,Pre-Sales Engineer,34.02
8784,Announcer,2,Executive Assistant,32.9
8784,Announcer,3,IT Field Technician,32.67
8784,Announcer,4,Call Center Manager,32.04
8784,Announcer,5,Community Outreach Coordinator,31.69
8785,HR Manager,1,Compliance Officer,52.79
8785,HR Manager,2,Security Engineer,51.21
8785,HR Manager,3,Security Guard,44.11
8785,HR Manager,4,HR Operations Manager,43.57
8785,HR Manager,5,Cybersecurity Analyst,42.83
8786,Fitness Manager,1,Fitness Manager,56.83
8786,Fitness Manager,2,Training Manager,44.85
8786,Fitness Manager,3,QA Engineer,42.78
8786,Fitness Manager,4,Athletic Trainer,42.75
8786,Fitness Manager,5,Quality Assurance Manager,39.44
8787,Legal Secretary,1,Legal Secretary,49.77
8787,Legal Secretary,2,Compliance Officer,45.84
8787,Legal Secretary,3,Administrative Assistant,44.83
8787,Legal Secretary,4,Law Clerk,42.57
8787,Legal Secretary,5,Security Engineer,42.25
8788,Restaurant Manager,1,Restaurant Manager,49.82
8788,Restaurant Manager,2,Marketing Manager,42.13
8788,Restaurant Manager,3,Learning & Development Manager,41.98
8788,Restaurant Manager,4,Training Manager,41.47
8788,Restaurant Manager,5,Chief Marketing Officer,39.88
8789,Psychiatrist,1,Psychologist,42.8
8789,Psychiatrist,2,Instructional Designer,39.49
8789,Psychiatrist,3,Management Consultant,37.7
8789,Psychiatrist,4,Occupational Therapist,36.81
8789,Psychiatrist,5,Redis Developer,35.9
8790,Systems Administrator,1,Mobile Developer iOS,46.09
8790,Systems Administrator,2,Salesforce Developer,40.13
8790,Systems Administrator,3,Security Engineer,37.64
8790,Systems Administrator,4,Learning & Development Manager,36.9
8790,Systems Administrator,5,IT Consultant,36.81
8791,Enterprise Architect,1,Enterprise Architect,61.56
8791,Enterprise Architect,2,Software Architect,51.31
8791,Enterprise Architect,3,Security Engineer,45.39
8791,Enterprise Architect,4,IT Consultant,44.77
8791,Enterprise Architect,5,Software Engineer,44.6
8792,COO,1,Business Development Manager,52.01
8792,COO,2,Strategy Consultant,47.42
8792,COO,3,Management Consultant,43.41
8792,COO,4,Learning & Development Manager,42.43
8792,COO,5,Scrum Master,41.92
8793,Software Engineer,1,Software Engineer,58.43
8793,Software Engineer,2,Software Test Engineer,52.17
8793,Software Engineer,3,DevOps Engineer,51.64
8793,Software Engineer,4,Data Engineer,51.21
8793,Software Engineer,5,Project Engineer,51.2
8794,Copywriter,1,SEO Specialist,42.05
8794,Copywriter,2,Instructional Designer,41.62
8794,Copywriter,3,Talent Acquisition Specialist,41.44
8794,Copywriter,4,Management Consultant,41.22
8794,Copywriter,5,Solutions Engineer,40.65
8795,Detective,1,Project Engineer,43.77
8795,Detective,2,Strategy Consultant,43.21
8795,Detective,3,Instructional Designer,42.88
8795,Detective,4,Graphic Designer,40.84
8795,Detective,5,Cybersecurity Analyst,40.61
8796,Budget Analyst,1,Financial Analyst,45.91
8796,Budget Analyst,2,Business Development Manager,44.28
8796,Budget Analyst,3,Budget Analyst,44.11
8796,Budget Analyst,4,Accountant,43.82
8796,Budget Analyst,5,Business Analyst,42.07
8797,Production Manager,1,Safety Engineer,53.62
8797,Production Manager,2,Pre-Sales Engineer,53.52
8797,Production Manager,3,Data Engineer,52.79
8797,Production Manager,4,Security Engineer,51.58
8797,Production Manager,5,Solutions Engineer,51.11
8798,Project Manager,1,Security Engineer,53.82
8798,Project Manager,2,Business Development Manager,48.88
8798,Project Manager,3,Software Architect,47.95
8798,Project Manager,4,Management Consultant,46.77
8798,Project Manager,5,Software Engineer,46.45
8799,Technical Support Specialist,1,Solutions Engineer,49.5
8799,Technical Support Specialist,2,Solution Architect,44.8
8799,Technical Support Specialist,3,Pre-Sales Engineer,44.7
8799,Technical Support Specialist,4,Management Consultant,43.0
8799,Technical Support Specialist,5,QA Engineer,42.81
8800,Data Analyst,1,Academic Data Analyst,58.95
8800,Data Analyst,2,Data Analyst,57.87
8800,Data Analyst,3,Data Scientist,53.7
8800,Data Analyst,4,Data Engineer,51.95
8800,Data Analyst,5,Analytics Engineer,45.7
8801,Policy Advisor,1,Strategy Consultant,54.26
8801,Policy Advisor,2,Policy Advisor,49.64
8801,Policy Advisor,3,Management Consultant,40.7
8801,Policy Advisor,4,Learning & Development Manager,40.38
8801,Policy Advisor,5,Government Analyst,40.24
8802,Police Officer,1,Safety Engineer,44.19
8802,Police Officer,2,Compliance Officer,43.83
8802,Police Officer,3,IT Field Technician,43.44
8802,Police Officer,4,Instructional Designer,42.58
8802,Police Officer,5,Security Engineer,41.48
8803,School Principal,1,Learning & Development Manager,54.66
8803,School Principal,2,Management Consultant,50.44
8803,School Principal,3,Business Development Manager,45.47
8803,School Principal,4,Scrum Master,43.77
8803,School Principal,5,Training Manager,42.24
8804,Accountant,1,Accountant,52.6
8804,Accountant,2,Oracle DBA,42.6
8804,Accountant,3,Financial Analyst,40.55
